timestamp,category,value,quantity
2024-01-01 00:00:00,A,99.58403720266953,16
2024-01-01 01:00:00,B,97.09235182546274,17
2024-01-01 02:00:00,C,112.68094119083513,1
2024-01-01 03:00:00,C,101.17547655762768,7
2024-01-01 04:00:00,C,89.97098181938128,6
2024-01-01 05:00:00,B,110.080007852068,3
2024-01-01 06:00:00,B,86.55562798413996,10
2024-01-01 07:00:00,C,119.15420740110761,5
2024-01-01 08:00:00,C,110.8056505762634,14
2024-01-01 09:00:00,B,99.90604750766612,1
2024-01-01 10:00:00,A,119.68337882592812,17
2024-01-01 11:00:00,B,79.75277087302865,5
2024-01-01 12:00:00,B,103.07770622528201,18
2024-01-01 13:00:00,B,75.52476681313475,8
2024-01-01 14:00:00,C,67.28578970684737,11
2024-01-01 15:00:00,A,100.03349724596465,10
2024-01-01 16:00:00,B,105.230041531826,6
2024-01-01 17:00:00,B,122.58934080630958,9
2024-01-01 18:00:00,A,108.78927449642288,10
2024-01-01 19:00:00,C,135.56357575348085,11
2024-01-01 20:00:00,B,92.27869461180912,10
2024-01-01 21:00:00,A,81.7207699994942,13
2024-01-01 22:00:00,C,87.1790371028796,2
2024-01-01 23:00:00,A,80.90629132601808,3
2024-01-02 00:00:00,A,107.85651416369454,15
2024-01-02 01:00:00,B,69.79337967355303,2
2024-01-02 02:00:00,B,110.2239581029315,4
2024-01-02 03:00:00,A,99.86231526337181,4
2024-01-02 04:00:00,C,104.52193479331252,4
2024-01-02 05:00:00,A,100.19727378553075,7
2024-01-02 06:00:00,C,72.48433862685037,18
2024-01-02 07:00:00,A,103.50485686292355,2
2024-01-02 08:00:00,A,81.50978926164471,17
2024-01-02 09:00:00,B,96.49470575117924,17
2024-01-02 10:00:00,A,70.42125295364865,3
2024-01-02 11:00:00,B,89.22744763000995,7
2024-01-02 12:00:00,B,101.50000780594492,18
2024-01-02 13:00:00,A,96.24721685703469,17
2024-01-02 14:00:00,A,100.16880559119014,16
2024-01-02 15:00:00,A,85.64203682153477,14
2024-01-02 16:00:00,B,87.10797505102319,15
2024-01-02 17:00:00,C,118.93824418087102,1
2024-01-02 18:00:00,C,88.70256486522841,13
2024-01-02 19:00:00,A,107.01165373093043,10
2024-01-02 20:00:00,A,90.6114222424039,14
2024-01-02 21:00:00,B,78.09030708231379,11
2024-01-02 22:00:00,B,98.27678035788163,13
2024-01-02 23:00:00,B,116.78737606794655,8
2024-01-03 00:00:00,C,118.04825021870408,17
2024-01-03 01:00:00,A,110.512169659672,13
2024-01-03 02:00:00,A,121.4056295353947,9
2024-01-03 03:00:00,A,94.26787681584507,13
2024-01-03 04:00:00,B,97.04905344149061,3
2024-01-03 05:00:00,B,103.50383729224592,18
2024-01-03 06:00:00,B,114.435482680292,5
2024-01-03 07:00:00,B,92.00786189320004,16
2024-01-03 08:00:00,A,102.78414605573249,11
2024-01-03 09:00:00,A,123.13212240512834,15
2024-01-03 10:00:00,B,103.04371678928217,12
2024-01-03 11:00:00,B,110.97519099066076,2
2024-01-03 12:00:00,C,99.93819824959466,11
2024-01-03 13:00:00,C,92.45778390164939,8
2024-01-03 14:00:00,A,104.6760382357127,11
2024-01-03 15:00:00,A,97.72365715233248,19
2024-01-03 16:00:00,A,97.7328928932357,15
2024-01-03 17:00:00,B,81.13583135986237,6
2024-01-03 18:00:00,A,89.89482728014583,12
2024-01-03 19:00:00,B,85.69117916591256,10
2024-01-03 20:00:00,B,81.01377691534111,2
2024-01-03 21:00:00,B,93.73272642105789,19
2024-01-03 22:00:00,C,130.8479782749892,13
2024-01-03 23:00:00,A,80.33803464004843,14
2024-01-04 00:00:00,B,80.05567006952455,15
2024-01-04 01:00:00,B,76.41570031929693,1
2024-01-04 02:00:00,A,88.96088696166669,18
2024-01-04 03:00:00,B,88.46881589115509,8
2024-01-04 04:00:00,B,119.41622399641665,13
2024-01-04 05:00:00,B,108.47938090446276,12
2024-01-04 06:00:00,B,102.02979010807987,10
2024-01-04 07:00:00,A,122.07974094571789,6
2024-01-04 08:00:00,A,100.14921695722839,7
2024-01-04 09:00:00,B,118.57679360715956,15
2024-01-04 10:00:00,A,101.231737182706,13
2024-01-04 11:00:00,C,101.45906304999247,4
2024-01-04 12:00:00,C,91.38400375306973,18
2024-01-04 13:00:00,C,105.87998070018256,9
2024-01-04 14:00:00,B,108.26549853556351,9
2024-01-04 15:00:00,A,59.216720151193876,8
2024-01-04 16:00:00,A,102.24721212610913,8
2024-01-04 17:00:00,C,101.48457109851553,1
2024-01-04 18:00:00,A,100.5108565896119,3
2024-01-04 19:00:00,C,100.14513196325626,14
2024-01-04 20:00:00,C,87.5109966208849,9
2024-01-04 21:00:00,C,72.85471849209961,17
2024-01-04 22:00:00,A,77.33294780078646,19
2024-01-04 23:00:00,A,100.47085912206367,6
2024-01-05 00:00:00,A,101.66997658202915,19
2024-01-05 01:00:00,C,103.94387451282108,10
2024-01-05 02:00:00,C,77.96647815582872,9
2024-01-05 03:00:00,A,126.72118332356891,8
